
10000000 0.021646
12500000 0.027209
15000000 0.032378
17500000 0.03765
20000000 0.043002
22500000 0.048618
25000000 0.054417
27500000 0.059908
30000000 0.063228
32500000 0.069106
35000000 0.075935
37500000 0.080365
40000000 0.08716
42500000 0.091879
45000000 0.09773
47500000 0.100695
50000000 0.10729
52500000 0.113397
55000000 0.11932
57500000 0.122964
60000000 0.128679
62500000 0.132189
65000000 0.13902
67500000 0.146701
70000000 0.147684
72500000 0.155273
75000000 0.159051
77500000 0.165021
80000000 0.170051
82500000 0.179278
85000000 0.181996
87500000 0.188321
90000000 0.194469
92500000 0.197407
95000000 0.201926
97500000 0.207485
100000000 0.214136
